Machine,WorkflowNum,Workflow,Task,Estimator,Feature,SizeInput,Predicted,Real,Deviation,TaskInputSize,WorkflowInputSize,rchar,wchar,PeakRSS,CPUAssigned,CPUUsed
n2,EAGER-0,eager,qualimap,Naive,Realtime,19075314980,16295.3233220492,33649,0.515726371599476,885777543,19075314980,242284008,899684,1465462784,2,189.7
n2,EAGER-0,eager,qualimap,Lotaru-A,Realtime,8330435694,0,22970,1,796052205,8330435694,152422761,858528,1046495232,2,192.2
n2,EAGER-0,eager,qualimap,Lotaru-A,Realtime,25705994498,0,46033,1,983468034,25705994498,339961863,893827,1617485824,2,192.5
n2,EAGER-0,eager,qualimap,Lotaru-A,Realtime,14754556884,0,31979,1,868513816,14754556884,225005786,866269,1179734016,2,184.7
n2,EAGER-0,eager,qualimap,Lotaru-A,Realtime,19132169434,0,34930,1,886100488,19132169434,242607801,921440,1191911424,2,190.7
n2,EAGER-0,eager,qualimap,Lotaru-A,Realtime,19100037384,0,36069,1,885773904,19100037384,242285441,896994,1219014656,2,190.3
n2,EAGER-0,eager,qualimap,Lotaru-A,Realtime,19075314980,0,33649,1,885777543,19075314980,242284008,899684,1465462784,2,189.7
n2,EAGER-0,eager,qualimap,Perfect,Realtime,8330435694,22970,22970,0,796052205,8330435694,152422761,858528,1046495232,2,192.2
n2,EAGER-0,eager,qualimap,Perfect,Realtime,25705994498,46033,46033,0,983468034,25705994498,339961863,893827,1617485824,2,192.5
n2,EAGER-0,eager,qualimap,Perfect,Realtime,14754556884,31979,31979,0,868513816,14754556884,225005786,866269,1179734016,2,184.7
n2,EAGER-0,eager,qualimap,Perfect,Realtime,19132169434,34930,34930,0,886100488,19132169434,242607801,921440,1191911424,2,190.7
n2,EAGER-0,eager,qualimap,Perfect,Realtime,19100037384,36069,36069,0,885773904,19100037384,242285441,896994,1219014656,2,190.3
n2,EAGER-0,eager,qualimap,Perfect,Realtime,19075314980,33649,33649,0,885777543,19075314980,242284008,899684,1465462784,2,189.7
n2,EAGER-0,eager,adapter_removal,Lotaru-G,Realtime,8330435694,0,410981,1,8330435839,8330435694,4401868797,3300335405,148131840,8,182.8
n2,EAGER-0,eager,adapter_removal,Lotaru-G,Realtime,25705994498,0,1252899,1,25705994643,25705994498,13109379167,10005509980,148094976,8,181.2
n2,EAGER-0,eager,adapter_removal,Lotaru-G,Realtime,14754556884,0,713485,1,14754557029,14754556884,7472159777,5707205140,130641920,8,181
n2,EAGER-0,eager,adapter_removal,Lotaru-G,Realtime,19100037384,0,747461,1,19100037529,19100037384,8623850793,6379728887,128823296,8,197.2
n2,EAGER-0,eager,adapter_removal,Lotaru-G,Realtime,19132169434,0,763978,1,19132169579,19132169434,8648873439,6388202665,123027456,8,195.4
n2,EAGER-0,eager,adapter_removal,Lotaru-G,Realtime,19075314980,0,753066,1,19075315125,19075314980,8652408238,6376815684,130203648,8,196.7
n2,EAGER-0,eager,adapter_removal,OnlineP,Realtime,8330435694,442240.376430994,410981,0.0760603931349484,8330435839,8330435694,4401868797,3300335405,148131840,8,182.8
n2,EAGER-0,eager,adapter_removal,OnlineP,Realtime,25705994498,1364661.94172358,1252899,0.0892034726850131,25705994643,25705994498,13109379167,10005509980,148094976,8,181.2
n2,EAGER-0,eager,adapter_removal,OnlineP,Realtime,14754556884,783279.648350405,713485,0.0978221663390333,14754557029,14754556884,7472159777,5707205140,130641920,8,181
n2,EAGER-0,eager,adapter_removal,OnlineP,Realtime,19100037384,1013969.49090302,747461,0.356551700895454,19100037529,19100037384,8623850793,6379728887,128823296,8,197.2
n2,EAGER-0,eager,adapter_removal,OnlineP,Realtime,19132169434,1015675.29479637,763978,0.329456207896524,19132169579,19132169434,8648873439,6388202665,123027456,8,195.4
n2,EAGER-0,eager,adapter_removal,OnlineP,Realtime,19075314980,1012657.04513637,753066,0.344712210000674,19075315125,19075314980,8652408238,6376815684,130203648,8,196.7
n2,EAGER-0,eager,adapter_removal,OnlineM,Realtime,8330435694,442240.376430994,410981,0.0760603931349484,8330435839,8330435694,4401868797,3300335405,148131840,8,182.8
n2,EAGER-0,eager,adapter_removal,OnlineM,Realtime,25705994498,1364661.94172358,1252899,0.0892034726850131,25705994643,25705994498,13109379167,10005509980,148094976,8,181.2
n2,EAGER-0,eager,adapter_removal,OnlineM,Realtime,14754556884,783279.648350405,713485,0.0978221663390333,14754557029,14754556884,7472159777,5707205140,130641920,8,181
n2,EAGER-0,eager,adapter_removal,OnlineM,Realtime,19100037384,1013969.49090302,747461,0.356551700895454,19100037529,19100037384,8623850793,6379728887,128823296,8,197.2
n2,EAGER-0,eager,adapter_removal,OnlineM,Realtime,19132169434,1015675.29479637,763978,0.329456207896524,19132169579,19132169434,8648873439,6388202665,123027456,8,195.4
n2,EAGER-0,eager,adapter_removal,OnlineM,Realtime,19075314980,1012657.04513637,753066,0.344712210000674,19075315125,19075314980,8652408238,6376815684,130203648,8,196.7
n2,EAGER-0,eager,adapter_removal,Naive,Realtime,8330435694,453793.651755327,410981,0.104171851631406,8330435839,8330435694,4401868797,3300335405,148131840,8,182.8
n2,EAGER-0,eager,adapter_removal,Naive,Realtime,25705994498,1400312.94958634,1252899,0.117658286570856,25705994643,25705994498,13109379167,10005509980,148094976,8,181.2
n2,EAGER-0,eager,adapter_removal,Naive,Realtime,14754556884,803742.378385076,713485,0.126502138636518,14754557029,14754556884,7472159777,5707205140,130641920,8,181
n2,EAGER-0,eager,adapter_removal,Naive,Realtime,19100037384,1040458.86031206,747461,0.391990833384032,19100037529,19100037384,8623850793,6379728887,128823296,8,197.2
n2,EAGER-0,eager,adapter_removal,Naive,Realtime,19132169434,1042209.22735044,763978,0.364187486223998,19132169579,19132169434,8648873439,6388202665,123027456,8,195.4
n2,EAGER-0,eager,adapter_removal,Naive,Realtime,19075314980,1039112.12765507,753066,0.379842042603269,19075315125,19075314980,8652408238,6376815684,130203648,8,196.7
n2,EAGER-0,eager,adapter_removal,Lotaru-A,Realtime,8330435694,0,410981,1,8330435839,8330435694,4401868797,3300335405,148131840,8,182.8
n2,EAGER-0,eager,adapter_removal,Lotaru-A,Realtime,25705994498,0,1252899,1,25705994643,25705994498,13109379167,10005509980,148094976,8,181.2
n2,EAGER-0,eager,adapter_removal,Lotaru-A,Realtime,14754556884,0,713485,1,14754557029,14754556884,7472159777,5707205140,130641920,8,181
n2,EAGER-0,eager,adapter_removal,Lotaru-A,Realtime,19100037384,0,747461,1,19100037529,19100037384,8623850793,6379728887,128823296,8,197.2
n2,EAGER-0,eager,adapter_removal,Lotaru-A,Realtime,19132169434,0,763978,1,19132169579,19132169434,8648873439,6388202665,123027456,8,195.4
n2,EAGER-0,eager,adapter_removal,Lotaru-A,Realtime,19075314980,0,753066,1,19075315125,19075314980,8652408238,6376815684,130203648,8,196.7
n2,EAGER-0,eager,adapter_removal,Perfect,Realtime,8330435694,410981,410981,0,8330435839,8330435694,4401868797,3300335405,148131840,8,182.8
n2,EAGER-0,eager,adapter_removal,Perfect,Realtime,25705994498,1252899,1252899,0,25705994643,25705994498,13109379167,10005509980,148094976,8,181.2
n2,EAGER-0,eager,adapter_removal,Perfect,Realtime,14754556884,713485,713485,0,14754557029,14754556884,7472159777,5707205140,130641920,8,181
n2,EAGER-0,eager,adapter_removal,Perfect,Realtime,19100037384,747461,747461,0,19100037529,19100037384,8623850793,6379728887,128823296,8,197.2
n2,EAGER-0,eager,adapter_removal,Perfect,Realtime,19132169434,763978,763978,0,19132169579,19132169434,8648873439,6388202665,123027456,8,195.4
n2,EAGER-0,eager,adapter_removal,Perfect,Realtime,19075314980,753066,753066,0,19075315125,19075314980,8652408238,6376815684,130203648,8,196.7
n2,EAGER-0,eager,preseq,Lotaru-G,Realtime,8330435694,0,13518,1,123358430,8330435694,123408426,52062,7806976,1,96.1
n2,EAGER-0,eager,preseq,Lotaru-G,Realtime,25705994498,0,39163,1,339121133,25705994498,339171174,169884,7774208,1,97.2
n2,EAGER-0,eager,preseq,Lotaru-G,Realtime,19100037384,0,24609,1,218591878,19100037384,218641924,102067,7917568,1,94.9
n2,EAGER-0,eager,preseq,Lotaru-G,Realtime,19075314980,0,24849,1,218612476,19075314980,218662522,101848,8003584,1,95.7
n2,EAGER-0,eager,preseq,Lotaru-G,Realtime,14754556884,0,21823,1,204055879,14754556884,204105927,93878,7811072,1,93.9
n2,EAGER-0,eager,preseq,Lotaru-G,Realtime,19132169434,0,21703,1,218936986,19132169434,218987052,102311,7806976,1,93.6
n2,EAGER-0,eager,preseq,OnlineP,Realtime,8330435694,14220.8495022345,13518,0.0519936012897257,123358430,8330435694,123408426,52062,7806976,1,96.1
n2,EAGER-0,eager,preseq,OnlineP,Realtime,25705994498,39094.1307814979,39163,0.00175852765370628,339121133,25705994498,339171174,169884,7774208,1,97.2
n2,EAGER-0,eager,preseq,OnlineP,Realtime,19100037384,25199.4306303088,24609,0.0239924674025286,218591878,19100037384,218641924,102067,7917568,1,94.9
n2,EAGER-0,eager,preseq,OnlineP,Realtime,19075314980,25201.8051827253,24849,0.014197963005565,218612476,19075314980,218662522,101848,8003584,1,95.7
n2,EAGER-0,eager,preseq,OnlineP,Realtime,14754556884,23523.710096709,21823,0.0779320027818836,204055879,14754556884,204105927,93878,7811072,1,93.9
n2,EAGER-0,eager,preseq,OnlineP,Realtime,19132169434,25239.214931471,21703,0.162936687622496,218936986,19132169434,218987052,102311,7806976,1,93.6
n2,EAGER-0,eager,preseq,OnlineM,Realtime,8330435694,14220.8495022345,13518,0.0519936012897257,123358430,8330435694,123408426,52062,7806976,1,96.1
n2,EAGER-0,eager,preseq,OnlineM,Realtime,25705994498,39094.1307814979,39163,0.00175852765370628,339121133,25705994498,339171174,169884,7774208,1,97.2
n2,EAGER-0,eager,preseq,OnlineM,Realtime,19100037384,25199.4306303088,24609,0.0239924674025286,218591878,19100037384,218641924,102067,7917568,1,94.9
n2,EAGER-0,eager,preseq,OnlineM,Realtime,19075314980,25201.8051827253,24849,0.014197963005565,218612476,19075314980,218662522,101848,8003584,1,95.7
n2,EAGER-0,eager,preseq,OnlineM,Realtime,14754556884,23523.710096709,21823,0.0779320027818836,204055879,14754556884,204105927,93878,7811072,1,93.9
n2,EAGER-0,eager,preseq,OnlineM,Realtime,19132169434,25239.214931471,21703,0.162936687622496,218936986,19132169434,218987052,102311,7806976,1,93.6
n2,EAGER-0,eager,preseq,Naive,Realtime,8330435694,14012.8285470124,13518,0.0366051595659421,123358430,8330435694,123408426,52062,7806976,1,96.1
n2,EAGER-0,eager,preseq,Naive,Realtime,25705994498,38522.2663209769,39163,0.0163606894012989,339121133,25705994498,339171174,169884,7774208,1,97.2
n2,EAGER-0,eager,preseq,Naive,Realtime,19100037384,24830.816249716,24609,0.00901362305319152,218591878,19100037384,218641924,102067,7917568,1,94.9
n2,EAGER-0,eager,preseq,Naive,Realtime,19075314980,24833.1560674521,24849,0.000637608456996599,218612476,19075314980,218662522,101848,8003584,1,95.7
n2,EAGER-0,eager,preseq,Naive,Realtime,14754556884,23179.6079638571,21823,0.0621641370965084,204055879,14754556884,204105927,93878,7811072,1,93.9
n2,EAGER-0,eager,preseq,Naive,Realtime,19132169434,24870.0185906845,21703,0.145925383158297,218936986,19132169434,218987052,102311,7806976,1,93.6
n2,EAGER-0,eager,preseq,Lotaru-A,Realtime,8330435694,0,13518,1,123358430,8330435694,123408426,52062,7806976,1,96.1
n2,EAGER-0,eager,preseq,Lotaru-A,Realtime,25705994498,0,39163,1,339121133,25705994498,339171174,169884,7774208,1,97.2
n2,EAGER-0,eager,preseq,Lotaru-A,Realtime,19100037384,0,24609,1,218591878,19100037384,218641924,102067,7917568,1,94.9
n2,EAGER-0,eager,preseq,Lotaru-A,Realtime,19075314980,0,24849,1,218612476,19075314980,218662522,101848,8003584,1,95.7
n2,EAGER-0,eager,preseq,Lotaru-A,Realtime,14754556884,0,21823,1,204055879,14754556884,204105927,93878,7811072,1,93.9
n2,EAGER-0,eager,preseq,Lotaru-A,Realtime,19132169434,0,21703,1,218936986,19132169434,218987052,102311,7806976,1,93.6
